text,user,created_at,geo,location
Look who I found under the gramophonemedia  table.. @ Gramophone Media Inc https://t.co/QavdZD1rAV,Sergey Efuni,Wed Dec 06 18:02:07 +0000 2017,"[40.71441123, -74.00888443]","Manhattan, NY"
Updated: Construction on #NJ35 SB at Lakewood Rd https://t.co/eEWnOxnfA9,511 New York,Wed Dec 06 18:02:08 +0000 2017,"[40.12311, -74.069594]","Wall, NJ"
There’s an old saying that a watched pot never boils. I get it - things take time. But I also… https://t.co/k0cch0KnW8,Leah Moss,Wed Dec 06 18:02:08 +0000 2017,"[42.5046, -83.1506]","Royal Oak, MI"
"#RefrigeratorMagnetsOfTheWorld presents #Sacramento, #CapitalCity for the #StateOfCalifornia. In… https://t.co/Ky6gf0hZQv",Thomas Outt,Wed Dec 06 18:02:08 +0000 2017,"[38.5556, -121.469]","Sacramento, CA"
Updated: Construction on #US202 SB at South of Ortho Dr https://t.co/Dbs2BdTrgq,511 New York,Wed Dec 06 18:02:08 +0000 2017,"[40.574587, -74.658404]","Raritan, NJ"
"Paula🌺
Photo: @blakelanser 
MUA: paigejones.mua 
#tishadoeshair #leedzsalon… https://t.co/7LsEmISBlM",Tisha McCann,Wed Dec 06 18:02:08 +0000 2017,"[42.02264, -93.65131]","Ames, IA"
"Alex came in today for his tight skin fade. It was “overgrown” by a week or so when he came in,… https://t.co/QuMoZc3jTP",Yaffa Beauty by Rica,Wed Dec 06 18:02:09 +0000 2017,"[41.111824, -73.4163666]","Norwalk, CT"
"Want to work in #PlatteCity, MO? View our latest opening: https://t.co/b1CBDPt3KX #Clerical #Job #Jobs #Hiring #CareerArc",TMJ-KAN Cleric. Jobs,Wed Dec 06 18:02:10 +0000 2017,"[39.3702773, -94.7824609]","Platte City, MO"
❤ Katiria!!! @ Central Park https://t.co/YeN2OWZv8p,HectorAlexanderFdez,Wed Dec 06 18:02:10 +0000 2017,"[40.77274259, -73.972216]","Manhattan, NY"
"We in this hoe @noredlightz #MTSU21 #TSU21 #APSU21 #wearethemove @ Murfreesboro, Tennessee https://t.co/VpKMD50NIx",F.💲.S.❤,Wed Dec 06 18:02:10 +0000 2017,"[35.8577, -86.3947]","Murfreesboro, TN"
#nola @ Tujague's Restaurant https://t.co/x0CGMv1LsX,Dave Minsky,Wed Dec 06 18:02:11 +0000 2017,"[29.95804586, -90.06172818]","New Orleans, LA"
See a virtual tour of my newest #listing 201 North Landing Drive #Goldsboro #NC  https://t.co/87MebEl9Ye https://t.co/QkXUHj0GqM,Beth Hines,Wed Dec 06 18:02:10 +0000 2017,"[35.3913609, -77.963208]","Goldsboro, NC"
Contact Me Or Anyone Else You See Post This Immediately 🙏🏾🙏🏾🙏🏾‼️ @… https://t.co/O2WW6EXudD,Big Ole Drip💦,Wed Dec 06 18:02:11 +0000 2017,"[40.9155, -74.1629]","Paterson, NJ"
I think of the track by @LouieVeganyc  #AngelsAreWatchingMe...I got some today. Thank you to… https://t.co/3HdFpT39zj,Event Goddess,Wed Dec 06 18:02:11 +0000 2017,"[40.76147952, -73.977177]","Manhattan, NY"
"Join the Vantiv team! See our latest #job opening here: https://t.co/0dRV2Gfkta #Marketing #Cincinnati, OH #Hiring #CareerArc",Cincinnati Mkt/Ad/Pr,Wed Dec 06 18:02:12 +0000 2017,"[39.1031182, -84.5120196]","Cincinnati, OH"
"Ohhh yessss... @ Rancho Del Lago, Vail, Arizona https://t.co/iwvE84F3zh",Ruby Rivera-Reyes,Wed Dec 06 18:02:12 +0000 2017,"[32.05703813, -110.7167423]","Vail, AZ"
I think Santa has a creepy secret. 👀 @ Westlund's Apple Market https://t.co/EYwaLvZfur,Erin Westlund,Wed Dec 06 18:02:12 +0000 2017,"[42.74379, -84.51824]","Lansing, MI"
"IT'S HERE! Quizzo at 8:00 pm tonight! 

Sadly this will be the last month to catch Dr. T at… https://t.co/IwvebEs3hY",Taproom On 19th,Wed Dec 06 18:02:12 +0000 2017,"[39.921604, -75.17868]","Philadelphia, PA"
"Can you recommend anyone for this #job? Line Cook - https://t.co/bIInfu0xtX #Hospitality #Inglewood, CA #Hiring #CareerArc",TMJ-LAX HRTA Jobs,Wed Dec 06 18:02:12 +0000 2017,"[33.9451441, -118.3311808]","Inglewood, CA"
We're #hiring! Click to apply: Family Practice Physician - Locum Tenens - https://t.co/F8QG9avasK #FamilyPractice… https://t.co/eLimET3WPD,Newark Physician,Wed Dec 06 18:02:13 +0000 2017,"[40.7127837, -74.0059413]","Manhattan, NY"
"Can you recommend anyone for this #job in #Houston, TX? https://t.co/dsfhXC0hd1 #Engineering #Hiring #CareerArc",TMJ-HOU Engin. Jobs,Wed Dec 06 18:02:12 +0000 2017,"[29.77, -95.37]","Houston, TX"
#longlivetherepublic @ Key West International Airport https://t.co/xNJqWLCJwH,Cliff Hines,Wed Dec 06 18:02:13 +0000 2017,"[24.5538373, -81.75495386]","Key West, FL"
"See our latest #Pasadena, MD #job and click to apply: Class A Owner Operator, Drop &amp; Hook - https://t.co/npgi3BqG6g… https://t.co/CNMcaWqGnN",TMJ-BAL Transp. Jobs,Wed Dec 06 18:02:13 +0000 2017,"[39.1073317, -76.5710753]","Pasadena, MD"
"TO ALL MY FAMILY And FRIENDS With LOVE 💕💕💕 @ Fair Heights, Tulsa,… https://t.co/SpRSt3kadi",Freddie Mae Hawkins,Wed Dec 06 18:02:13 +0000 2017,"[36.14326373, -95.92760364]","Tulsa, OK"
"Join the CSX team! See our latest #job opening here: https://t.co/M1do3pl8oZ #STEM #STEMjobs #Database #Jacksonville, FL #Hiring",CSX Careers,Wed Dec 06 18:02:13 +0000 2017,"[30.3321838, -81.655651]","Downtown Jacksonville, FL"
"Want to work at Norfolk Southern? We're #hiring in #Norfolk, VA! Click for details: https://t.co/RbQzm8dbsd #coop… https://t.co/5ZBXS8Ymhb",NS Careers,Wed Dec 06 18:02:13 +0000 2017,"[36.8488728, -76.291355]","Norfolk, VA"
"This #job might be a great fit for you: Personal Care Assistant - https://t.co/FvEQjOof0F #Healthcare #Buffalo, NY #Hiring #CareerArc",Buffalo Health Jobs,Wed Dec 06 18:02:13 +0000 2017,"[42.9734553, -78.713608]","Amherst, NY"
Join the Labatt Food Service team! See our latest #job opening here: https://t.co/KxMle5z84Z #warehouse #jobs… https://t.co/YNbKBS0fy2,Labatt Food Service,Wed Dec 06 18:02:13 +0000 2017,"[35.0853336, -106.6055534]","Albuquerque, NM"
"Want to work at CVS Health? We're #hiring in #Athens, TN! Click for details: https://t.co/hW6yFmhmzQ #Retail #Job #Jobs #CareerArc",TMJ-TNC Retail Jobs,Wed Dec 06 18:02:13 +0000 2017,"[35.4428512, -84.5929898]","Athens, TN"
We're #hiring! Read about our latest #job opening here: Store Leader - https://t.co/Glg2XX0x59 #retailjobs… https://t.co/cqHRKIPDdM,Payless ShoeSource,Wed Dec 06 18:02:13 +0000 2017,"[25.7616798, -80.1917902]","Miami, FL"
We're #hiring! Read about our latest #job opening here: Crew Member / Customer Service - https://t.co/IzBbakA1XU… https://t.co/ckjIuJj21d,Einstein Bros. Jobs,Wed Dec 06 18:02:14 +0000 2017,"[47.6038429, -122.3300454]","Seattle, WA"
"Source(s): https://t.co/WTQtAR4vwa
Link back: https://t.co/ri6Pxd41Sh
e621 ID: 1183953
Artist(s): d-lowell https://t.co/FpN1SbHiph",Anne,Wed Dec 06 18:02:14 +0000 2017,"[38.7383673, -77.4858741]","Manassas, VA"
We're beginning X's and Omar's now on @sunsentinel at… https://t.co/gp9NxgzoTS,Omar Kelly,Wed Dec 06 18:02:14 +0000 2017,"[25.9780883, -80.14148712]","Hallandale Beach, FL"
"Interested in a #job in #WheatRidge, CO? This could be a great fit: https://t.co/iZ45vjgYMK #Hospitality #Hiring #CareerArc",Denver Hospitality,Wed Dec 06 18:02:14 +0000 2017,"[39.777713, -105.082102]","Wheat Ridge, CO"
Platform Cocoa Suave on tap now. https://t.co/lxHJj2VFXK @PlatformBeers #destinationdewdrop #dewdropinnct #BeerMenus,Dew Drop Inn,Wed Dec 06 18:02:14 +0000 2017,"[41.3246022, -73.0962791]","Derby, CT"
My journey with online business started from seeing @ryanstewman speak at clickfunnels event ..… https://t.co/CuU1PiASeY,Ngampa,Wed Dec 06 18:02:14 +0000 2017,"[39.0, -76.7]","Crofton, MD"
"Want to work in #Tulare, CA? View our latest opening: https://t.co/muxvIprIVV #Retail #Job #Jobs #Hiring #CareerArc",TMJ-FRE Retail Jobs,Wed Dec 06 18:02:15 +0000 2017,"[36.2077288, -119.3473379]","Tulare, CA"
"Want to work in #Lakewood, CO? View our latest opening: https://t.co/HSuefCU3km #Transportation #Job #Jobs #Hiring #CareerArc",TMJ-DEN Transp. Jobs,Wed Dec 06 18:02:15 +0000 2017,"[39.7047095, -105.0813734]","Lakewood, CO"
Saw this beauty outside our SIMS debrief room! #healthscience #NursingStudent #nursing #simslab… https://t.co/faTODvjXyz,Ariel W✌,Wed Dec 06 18:02:15 +0000 2017,"[42.83352, -106.32567]","Casper, WY"
"Asi mismo es yeahhh @ Coral Gables, Florida https://t.co/E6F52BUEAt",Carmella Ramirez,Wed Dec 06 18:02:15 +0000 2017,"[25.7282, -80.271]","Coral Gables, FL"
"If you're looking for work in #NorthCharleston, SC, check out this #job: https://t.co/ubSVk1iVYv #Transportation #Hiring #CareerArc",TMJ-SCC Transp. Jobs,Wed Dec 06 18:02:16 +0000 2017,"[32.8546197, -79.9748103]","North Charleston, SC"
"If you're looking for work in #NorthBabylon, NY, check out this #job: https://t.co/WY0sV44UyN #parttime #Catering… https://t.co/vynHekNr8w",Nassau Hospitality,Wed Dec 06 18:02:16 +0000 2017,"[40.7386795, -73.3210268]","North Babylon, NY"
Happy Holidays @ Paramount Studios https://t.co/7RcM9EA7DF,Peter M. Lenkov,Wed Dec 06 18:02:16 +0000 2017,"[34.08380107, -118.31957817]","Los Angeles, CA"
Take me back to paradise 🌴💚 @ Fontainebleau Miami Beach https://t.co/awdvzSUb4a,Paula Rejon,Wed Dec 06 18:02:17 +0000 2017,"[25.81749847, -80.12230592]","Miami Beach, FL"
This sat prepare to sweat your buns off when Jazzercize ft. Villanova Slim hits @thegardensiowa… https://t.co/EbGMVVMMh1,Shit faced Cowboy,Wed Dec 06 18:02:17 +0000 2017,"[41.0065151, -91.9640104]","Fairfield, IA"
@reviewjournal @animalfndlv  Are batteries included?,"Max, Chauffeur",Wed Dec 06 18:02:17 +0000 2017,"[36.084745, -115.1480149]","Paradise, NV"
So these are a few days late but so happy with them &amp; had to share! My third batch &amp; every batch… https://t.co/BcPU6oyL1K,Christopher,Wed Dec 06 18:02:18 +0000 2017,"[37.3544, -121.969]","Santa Clara, CA"
@Tejas_Marine @sarah_beasly Amen🙏🇺🇸❤️,MaryEllen Rendine,Wed Dec 06 18:02:18 +0000 2017,"[33.42022915, -111.90262444]","Tempe, AZ"
"Vehicle on fire in #Uniondale on Meadowbrook Pkwy SB approaching Southern State Pkwy, stop and go traffic back to Hempstead Tpk #traffic",Total Traffic NYC,Wed Dec 06 18:02:18 +0000 2017,"[40.68449, -73.57244]","North Merrick, NY"
TODAY IS THE DAY💕✨💚 come on out to Sweet Frog! I’ll be there from… https://t.co/GR0vbkKtXS,Alyssa Megan,Wed Dec 06 18:02:19 +0000 2017,"[38.55615785, -76.59982467]","Prince Frederick, MD"
"Road cleared in #Seattle on SR-520 WB after Montlake Blvd, slow traffic back to Lk Washington Blvd, delay of 1 min #traffic",Total Traffic SEA,Wed Dec 06 18:02:19 +0000 2017,"[47.64439, -122.3045]","Seattle, WA"
Mood when code hasn’t worked all night. #trainingfuel @ Fitness 19… https://t.co/PZA6Rcu1wg,irwin,Wed Dec 06 18:02:20 +0000 2017,"[37.7000101, -122.4839801]","Daly City, CA"
"Join the Labatt Food Service team! See our latest #job opening here: https://t.co/UKNrA3NZTK #Labor #Albuquerque, NM #Hiring",Labatt Food Service,Wed Dec 06 18:02:20 +0000 2017,"[35.0853336, -106.6055534]","Albuquerque, NM"
Join the Dayton Freight team! See our latest #job opening here: https://t.co/kI0Mi2iiDw #trucking #CDL #bigrig… https://t.co/w68He06oQM,Dayton Freight Jobs,Wed Dec 06 18:02:20 +0000 2017,"[40.75839, -82.5154471]","Mansfield, OH"
"Join the David Evans and Associates, Inc. team! See our latest #job opening here: https://t.co/sF1sTryiH2 #Engineering #Bellevue, WA #Hiring",DEA_Careers,Wed Dec 06 18:02:20 +0000 2017,"[47.6101497, -122.2015159]","Bellevue, WA"
"If you're looking for work in #LittleRock, AR, check out this #job: https://t.co/zOm6BcdJR6 #Nursing #Hiring",UAMS Nursing Jobs,Wed Dec 06 18:02:20 +0000 2017,"[34.7464809, -92.2895948]","Little Rock, AR"
"Interested in a #job in #Columbus, OH? This could be a great fit: https://t.co/VpOvrJAddW #technicians #Automotive #Hiring",JOBS at AIM,Wed Dec 06 18:02:20 +0000 2017,"[39.9611755, -82.9987942]","Columbus, OH"
"Want to work in #Johnston, RI? View our latest opening: https://t.co/c8uq172CWo #riskmanagement #innovation #tech #IT #Job #Jobs #Hiring",FM Global Careers,Wed Dec 06 18:02:20 +0000 2017,"[41.8205199, -71.512617]","Johnston, RI"
"Can you recommend anyone for this #job in #NewHaven, CT? https://t.co/ez14zaRX3J #Education #Hiring #CareerArc",TMJ- CTM Educ. Jobs,Wed Dec 06 18:02:20 +0000 2017,"[41.3045436, -72.9357954]","New Haven, CT"
#WCW WAG CRUSH WEEKLY 12/6 - JULIA SPRAGGS  https://t.co/CPf8jYQVXy,WAGS Redefined,Wed Dec 06 18:02:21 +0000 2017,"[40.7207559, -74.0007613]","Manhattan, NY"
Can you recommend anyone for this #job? Harvest Level III (30963) - https://t.co/oLV76aFgft #Manufacturing… https://t.co/1q9aakpNJG,TMJ-MAD Manuf Jobs,Wed Dec 06 18:02:21 +0000 2017,"[43.1947211, -88.7289918]","Watertown, WI"
"Want to work at Zurich? We're #hiring in #Schaumburg, IL! Click for details: https://t.co/62DDM5YPSX #finjobs #Job #Jobs #CareerArc",Chicago Finance Jobs,Wed Dec 06 18:02:22 +0000 2017,"[42.0333607, -88.0834059]","Schaumburg, IL"
"See our latest #Atlanta, GA #job and click to apply: Senior Systems Engineer - Atlanta Area_189908BR -… https://t.co/HVDfa7eVsE",TMJ-ATL Engin. Jobs,Wed Dec 06 18:02:23 +0000 2017,"[33.7489954, -84.3879824]","Atlanta, GA"
"New large stone statement rings. $8 each 😍
.
.
.
.
.
 FOLLOW @seizethenight… https://t.co/imzpQNvvhJ",Sarah Stogsdill,Wed Dec 06 18:02:23 +0000 2017,"[39.759726, -86.524516]","Danville, IN"
#newsynth #biotek #synthesizer #testing #newshit #rpm72recordings @ Red Room Studio https://t.co/6L46HWLLem,rpm72Recordings,Wed Dec 06 18:02:24 +0000 2017,"[26.10886861, -80.15409696]","Fort Lauderdale, FL"
"Interested in a #job in #Berlin, NJ? This could be a great fit: https://t.co/uYB0Wlxi4e #HealthWelfare #Hiring #CareerArc",TMJ-PHL Health&Wlf,Wed Dec 06 18:02:24 +0000 2017,"[39.7912261, -74.9290536]","Berlin, NJ"
"Want to work at Forward Air Transportation Services? We're #hiring in #Irving, TX! Click for details:… https://t.co/5et3dXoxmu",TMJ-DFW Transp. Jobs,Wed Dec 06 18:02:24 +0000 2017,"[32.8140177, -96.9488945]","Irving, TX"
"Want to work at OfficeTeam? We're #hiring in #SanDiego, CA! Click for details: https://t.co/iDnYMKGHoi #Clerical #Job #Jobs #CareerArc",TMJ-SAN Cleric. Jobs,Wed Dec 06 18:02:24 +0000 2017,"[32.715738, -117.1610838]","San Diego, CA"
Birthday tomorrow #Celebrate #Selfmusik #artist #rapper #lyrics #bars #musically #musica… https://t.co/9QZ7tvacqE,@Iam_king_Trevelle,Wed Dec 06 18:02:24 +0000 2017,"[32.7833, -96.8]","Dallas, TX"
"Want to work in #Queensbury, NY? View our latest opening: https://t.co/hpi17TEl8R #CustomerService #Job #Jobs #Hiring #CareerArc",TMJ-NYA CstSrv Jobs,Wed Dec 06 18:02:24 +0000 2017,"[43.353627, -73.6771662]","Queensbury, NY"
"Can you recommend anyone for this #job? Hair Stylist - https://t.co/01Unpb5foZ #Cosmetology #AshlandCity, TN #Hiring #CareerArc",TMJ-BNA Cosmo Jobs,Wed Dec 06 18:02:24 +0000 2017,"[36.2742207, -87.0641699]","Ashland City, TN"
"If you're looking for work in #Lebanon, OH, check out this #job: https://t.co/zvjsIyDgEe #HomeCare #Nursing #Hiring",OtterbeinCareers,Wed Dec 06 18:02:24 +0000 2017,"[39.4298253, -84.2826243]","Monroe, OH"
"We're #hiring! Read about our latest #job opening here: Senior Risk Analyst - https://t.co/9J6UaY0w0z #Actuarial #Boston, MA #CareerArc",TMJ-BOS ActuaJobs,Wed Dec 06 18:02:24 +0000 2017,"[42.3600825, -71.0588801]","Boston, MA"
We're #hiring! Click to apply: Deal Execution Mgr -Salesforce - Western Region - https://t.co/fYeaYelPIk #Sales… https://t.co/Xka1EDIbP3,SF Sales Jobs,Wed Dec 06 18:02:24 +0000 2017,"[37.7749295, -122.4194155]","San Francisco, CA"
"Interested in a #job in #SanAntonio, TX? This could be a great fit: https://t.co/RjdvnePit9 #Cosmetology #Hiring #CareerArc",TMJ-SAT Cosmo Jobs,Wed Dec 06 18:02:24 +0000 2017,"[29.4750123, -98.6130758]","San Antonio, TX"
"#Trabajo: Turndown Attendant - Part Time ( #LasVegas, NV ) https://t.co/areCD463bT #Síguenos #VegasJobs #Hospitalidad #Contratar",Mandarin Las Vegas,Wed Dec 06 18:02:24 +0000 2017,"[36.1061525, -115.1744604]","Paradise, NV"
"#Trabajo: Turndown Attendant - Part Time ( #LasVegas, NV ) https://t.co/areCD463bT #Síguenos #VegasJobs #Hospitalidad #Contratar",Mandarin Las Vegas,Wed Dec 06 18:02:24 +0000 2017,"[36.1061525, -115.1744604]","Paradise, NV"
"We're #hiring! Click to apply: PHYSICAL THERAPIST - PER DIEM - https://t.co/1m4PlDagID #UNMH #Healthcare #Albuquerque, NM #Job #Jobs",UNMH Jobs,Wed Dec 06 18:02:24 +0000 2017,"[35.09, -106.62]","Albuquerque, NM"
"Richland Chronicle AUDIO EDITION December 5th, 2017  https://t.co/0kTJPnezkI",RLC Student Media,Wed Dec 06 18:02:24 +0000 2017,"[40.7207559, -74.0007613]","Manhattan, NY"
Had a wonderful time with 255 members of FEDERATED GARDEN CLUBS of CT. #federatedgardenclubs… https://t.co/PRYfKvsmfC,Michael Derouin,Wed Dec 06 18:02:25 +0000 2017,"[41.57279355, -72.87427231]","Southington, CT"
iCommunication @ Pho Best https://t.co/dHyM2VX27g,Susana Guerra,Wed Dec 06 18:02:25 +0000 2017,"[40.7544692, -73.8277604]","Queens, NY"
The Skirball Fire 🔥 in Los Angeles is very bad and everyone needs to stay inside today. The… https://t.co/zUyiZW7Dyz,Jamie Haley,Wed Dec 06 18:02:25 +0000 2017,"[34.0522, -118.243]","Los Angeles, CA"
"Want to work in #Roanoke, VA? View our latest opening: https://t.co/MBnUZvJZNz #Retail #Job #Jobs #Hiring #CareerArc",TMJ-ROA Retail Jobs,Wed Dec 06 18:02:25 +0000 2017,"[37.3167177, -79.9623534]","Roanoke, VA"
"Can you recommend anyone for this #job? Assistant Manager - Tupelo, MS - https://t.co/gfKXAqNyZ4 #Retail #Worcester, MA #Hiring #CareerArc",TMJ-RIP Retail Jobs,Wed Dec 06 18:02:25 +0000 2017,"[42.2487115, -71.7597588]","Worcester, MA"
Do you know someone looking for a great #property in #Tucson?   #realestate https://t.co/n2HgkoI5FQ https://t.co/49WRgyOd0x,GoldenWestManagement,Wed Dec 06 18:02:24 +0000 2017,"[32.281976, -110.95837]","Tucson, AZ"
"See our latest #LakeWorth, FL #job and click to apply: Travel Registered Nurse ( RN ) - https://t.co/gx4SB6R8Fd #Nursing #Hiring #CareerArc",TMJ-FLF Nursing Jobs,Wed Dec 06 18:02:25 +0000 2017,"[26.5838179, -80.0590804]","Lantana, FL"
"Noodles &amp; Co. Team Member ( #Niles, IL ) https://t.co/kLvE2ZC423 #MilSpouse #Trabajo #Trabajos #Contratar",Noodles Careers,Wed Dec 06 18:02:26 +0000 2017,"[42.0114334, -87.7686942]","Niles, IL"
The album is finished. We’ve approved the final masters from Colin Marston and they’re… https://t.co/S1M2o08OUy,Imperial Triumphant,Wed Dec 06 18:02:26 +0000 2017,"[40.7142, -74.0064]","Manhattan, NY"
#PELC2017 presentations and preachers @ Oakwood University Church https://t.co/ZLlVsSyrUX,"Seriously, I'm a Dr.",Wed Dec 06 18:02:26 +0000 2017,"[34.7531217, -86.65085537]","Huntsville, AL"
"Eucalyptus, Rosemary and Lavender join forces to beat the Winter Blues in this beautiful blend… https://t.co/10m5rHzhrm",Bare Ends Soaps,Wed Dec 06 18:02:26 +0000 2017,"[36.91797, -76.25885]","Norfolk, VA"
Tune in live 102.3fm and Facebook LIVE at 1:15 pm NOW. Discussion… https://t.co/XuxD4WzL6q,Tarek M. Baydoun,Wed Dec 06 18:02:26 +0000 2017,"[42.30379, -83.2618899]","Dearborn, MI"
"We're #hiring! Click to apply: Host/Hostess - https://t.co/7L9VN90h8L #Hospitality #Pittsburgh, PA #Job #Jobs #CareerArc",TMJ-PIT HRTA Jobs,Wed Dec 06 18:02:26 +0000 2017,"[40.5193594, -80.004266]","Ross Township, PA"
"See our latest #Reston, VA #job and click to apply: Hair Stylist - https://t.co/FYcWZ0x6AY #Cosmetology #Hiring",@bubblesjobs,Wed Dec 06 18:02:27 +0000 2017,"[38.9586307, -77.3570028]","Reston, VA"
Working on how to #lache ppkprinceton #ninjawarrior #ninjaZ #onedaybetter @ Pinnacle Parkour… https://t.co/5U338YkXe2,Ztending,Wed Dec 06 18:02:26 +0000 2017,"[40.30246, -74.63943]","Princeton Junction, NJ"
"#stoptheviolence 
@“peAce arkestra”@
2018 World Compassion… https://t.co/XKbsIFAszU",topbop!™,Wed Dec 06 18:02:27 +0000 2017,"[41.8596, -87.6876]","Chicago, IL"
"Congratulations Teresa, on your beautiful new Ford Escape from #freeholdford!! @ Freehold Ford https://t.co/Y95ZdyLAdY",Freehold Ford,Wed Dec 06 18:02:27 +0000 2017,"[40.23763813, -74.27500248]","West Freehold, NJ"
See a virtual tour of my listing on 1055 Hollywood Blvd #Hollywood #FL  #realestate https://t.co/3k29gkgL92 https://t.co/YHvjGh89Ya,Ellen & Agnes,Wed Dec 06 18:02:26 +0000 2017,"[26.012112, -80.126821]","Hollywood, FL"
We're #hiring! Read about our latest #job opening here: Beauty Advisor Seasonal - https://t.co/FtAqjic0Uv… https://t.co/7ZkF7RdID2,TMJ-DFW Cosmo Jobs,Wed Dec 06 18:02:27 +0000 2017,"[32.9044412, -96.4558927]","Rockwall, TX"
"Simply yet tasty...Warm Gingerbread Pudding, Eggnog Anglaise and Fresh Cranberries . Featured… https://t.co/iOCoWpDfNN",Chef Kenny Gilbert,Wed Dec 06 18:02:27 +0000 2017,"[30.27524, -81.55853]","Southside, FL"
"Forward Fold. End of the semester stretching!

#yogi #yoga #forwardfold #stretching #gymlife… https://t.co/OOOZCDurv6","Paula Pulmano, SPT",Wed Dec 06 18:02:27 +0000 2017,"[25.9843719, -80.3398799]","Miramar, FL"
"We're #hiring! Click to apply: Shift Supervisor Management Trainee - https://t.co/TkeWOXjwjK #Retail #Macon, GA #Job #Jobs #CareerArc",TMJ-GAD IT Adm. Jobs,Wed Dec 06 18:02:28 +0000 2017,"[32.8406946, -83.6324022]","Macon, GA"
"Want to work at HCR ManorCare? We're #hiring in #CitrusHeights, CA! Click for details: https://t.co/etFLPSKHAP… https://t.co/4eXej4nFyC",TMJ-SAC Nursing Jobs,Wed Dec 06 18:02:28 +0000 2017,"[38.7071247, -121.2810611]","Citrus Heights, CA"
This #job might be a great fit for you: Full Time Home Health Licensed Practical Nurse - https://t.co/FYnodM1Ixy… https://t.co/vbGTNhZQN8,TMJ-AR Nursing Jobs,Wed Dec 06 18:02:28 +0000 2017,"[34.5037004, -93.0551795]","Hot Springs, AR"
"Banquet Cook I - Full Time ( #LasVegas, NV ) https://t.co/IL0XmUdw1i #Bilingual #Hospitalidad #Trabajo #Trabajos #Contratar",Mandarin Las Vegas,Wed Dec 06 18:02:28 +0000 2017,"[36.1061525, -115.1744604]","Paradise, NV"
"Would you recommend a friend for this opportunity in #CedarRapids, IA? https://t.co/RFZM8jugdf #Hospitality #Job #Jobs #Hiring",AMC Careers,Wed Dec 06 18:02:29 +0000 2017,"[41.9538447, -91.7140725]","Cedar Rapids, IA"
"Calling it a day. Back to the office to do reports (@ Benning Road Metro Station in Washington, DC) https://t.co/Cid48f5pxK",Anthony W Duffield,Wed Dec 06 18:02:29 +0000 2017,"[38.89036058, -76.93741179]","Washington, DC"
"What was a scenario where you had to Levlup?
...
Share your story below and tag 3 friends in… https://t.co/LX9ldv5pNy",Lev-L-Up™,Wed Dec 06 18:02:29 +0000 2017,"[40.75839, -73.98644]","Manhattan, NY"
Four generations. My grandpa passed a few years back but he is still an inspiration. He sold his… https://t.co/A7Gvz9dghk,Chris Lynam,Wed Dec 06 18:02:29 +0000 2017,"[37.7038, -122.079]","Castro Valley, CA"
"If you're looking for work in #Burlingame, CA, check out this #job: https://t.co/MoKbDUlJHS #Nursing #Hiring #CareerArc",TMJ-CAP Nursing Jobs,Wed Dec 06 18:02:30 +0000 2017,"[37.5778696, -122.34809]","Burlingame, CA"
Gwendolynn added her two cents in while we were reading her homework. #prek #carriderline… https://t.co/Qb2qTgiFTE,Stephen Mounger,Wed Dec 06 18:02:30 +0000 2017,"[36.19679449, -84.03625847]","Andersonville, TN"
"I always get asked, “But can you cut men’s hair?” ABSOLUTELY! Alex came in today for his tight… https://t.co/cWdKyEzX7Z",Yaffa Beauty by Rica,Wed Dec 06 18:02:30 +0000 2017,"[41.11175, -73.41637]","Norwalk, CT"
"We're #hiring! Click to apply: Owner Operator, CDL A, Terminal to Terminal - https://t.co/trzx8g1844… https://t.co/UPw89lmNvm",TMJ-NHC Transport.,Wed Dec 06 18:02:30 +0000 2017,"[43.0717552, -70.7625532]","Portsmouth, NH"
"Shine like a diamond 💎 !!!! 🚙 .
.
.
#Malibu #Chevy #BabygotaShower #workhardforwhatyouwant… https://t.co/KkC4FUjY9j",Rafael Mojica,Wed Dec 06 18:02:31 +0000 2017,"[28.4738998, -81.3065186]","Orlando, FL"
"Want to work at Robert Half Technology? We're #hiring in #LosAngeles, CA! Click for details:… https://t.co/f1FpSuebRs",Los Angeles IT Jobs,Wed Dec 06 18:02:31 +0000 2017,"[34.0522342, -118.2436849]","Los Angeles, CA"
near blender: 75daa47d-035a-4c88-903e-3d2b9182bc9f,Test Account1,Wed Dec 06 18:02:31 +0000 2017,"[40.4313474, -80.0505398]","Pittsburgh, PA"
Sbarro goodness @ Crossroads Center https://t.co/HCPLbkqVfa,Robert Peterson,Wed Dec 06 18:02:31 +0000 2017,"[45.555541, -94.2089268]","St Cloud, MN"
This #job might be a great fit for you: RN - Nights- 5K Bonus after 90 days - https://t.co/kigjvsx5a9 #RNs… https://t.co/yTTxVza9Wx,EmpathCareers,Wed Dec 06 18:02:31 +0000 2017,"[27.9658533, -82.8001026]","Clearwater, FL"
"Want to work at Mental Health Center of Denver? We're #hiring in #Denver, CO! Click for details:… https://t.co/cuK8PIiwbo",MHCD Careers,Wed Dec 06 18:02:32 +0000 2017,"[39.7380371, -105.0265195]","Denver, CO"
"Join us for our annual food and toy drive at #duartefamilychiropractic on Saturday Dec.9, from 4… https://t.co/6eK5FLFBCD",Maggie McHaney,Wed Dec 06 18:02:33 +0000 2017,"[34.1416397, -117.9774933]","Duarte, CA"
